CUSIP,Security Type,Security Term,Auction Date,Issue Date,Price per $100,High Rate,Investment Rate
912796ER6,Bill,4-Week,12/30/2014,2015-01-02,99.998875,0.014464285714309102,0.014665343556567295
912796EQ8,Bill,4-Week,12/23/2014,2014-12-26,99.99925,0.009642857142811831,0.009776859040682578
912796EP0,Bill,4-Week,12/16/2014,2014-12-18,99.998444,0.02000571428563295,0.02028388704577139
912796DF3,Bill,4-Week,12/09/2014,2014-12-11,99.996889,0.03999857142862392,0.04055536882043437
912796EM7,Bill,4-Week,12/02/2014,2014-12-04,99.997583,0.031075714285638663,0.031508082978860354
912796EL9,Bill,4-Week,11/25/2014,2014-11-28,99.995333,0.060004285714256866,0.06084051799837431
912796EK1,Bill,4-Week,11/18/2014,2014-11-20,99.997278,0.03499714285721568,0.03548418016517222
912796DB2,Bill,4-Week,11/12/2014,2014-11-13,99.9965,0.04500000000003216,0.04562659693092519
912796EG0,Bill,4-Week,11/04/2014,2014-11-06,99.997278,0.03499714285721568,0.03548418016517222
912796EF2,Bill,4-Week,10/28/2014,2014-10-30,99.998389,0.020712857142817547,0.021000874038326327
912796EE5,Bill,4-Week,10/21/2014,2014-10-23,99.997667,0.029995714285624735,0.030413030964493035
912796CL1,Bill,4-Week,10/15/2014,2014-10-16,99.998833,0.015004285714224708,0.015212856105397467
912796ED7,Bill,4-Week,10/07/2014,2014-10-09,99.999222,0.010002857142816474,0.010141864617951206
912796EB1,Bill,4-Week,09/30/2014,2014-10-02,99.998444,0.02000571428563295,0.02028388704577139
912796EA3,Bill,4-Week,09/23/2014,2014-09-25,100.0,0.0,0.0
912796CF4,Bill,4-Week,09/16/2014,2014-09-18,100.0,0.0,0.0
912796DZ9,Bill,4-Week,09/09/2014,2014-09-11,99.999611,0.005001428571408237,0.005070912582972188
912796DX4,Bill,4-Week,09/03/2014,2014-09-04,99.998833,0.015004285714224708,0.015212856105397467
912796DW6,Bill,4-Week,08/26/2014,2014-08-28,99.997667,0.029995714285624735,0.030413030964493035
912796CB3,Bill,4-Week,08/19/2014,2014-08-21,99.997278,0.03499714285721568,0.03548418016517222
912796DV8,Bill,4-Week,08/12/2014,2014-08-14,99.996889,0.03999857142862392,0.04055536882043437
912796DS5,Bill,4-Week,08/05/2014,2014-08-07,99.998444,0.02000571428563295,0.02028388704577139
912796DR7,Bill,4-Week,07/29/2014,2014-07-31,99.997667,0.029995714285624735,0.030413030964493035
912796BX6,Bill,4-Week,07/22/2014,2014-07-24,99.998056,0.024994285714216503,0.025341921218306876
912796DQ9,Bill,4-Week,07/15/2014,2014-07-17,99.998444,0.02000571428563295,0.02028388704577139
912796DL0,Bill,4-Week,07/08/2014,2014-07-10,99.998444,0.02000571428563295,0.02028388704577139
912796DK2,Bill,4-Week,07/01/2014,2014-07-03,99.998056,0.024994285714216503,0.025341921218306876
912796BT5,Bill,4-Week,06/24/2014,2014-06-26,99.999222,0.010002857142816474,0.010141864617951206
912796DJ5,Bill,4-Week,06/17/2014,2014-06-19,99.997667,0.029995714285624735,0.030413030964493035
912796DH9,Bill,4-Week,06/10/2014,2014-06-12,99.997667,0.029995714285624735,0.030413030964493035
912796DE6,Bill,4-Week,06/03/2014,2014-06-05,99.997278,0.03499714285721568,0.03548418016517222
912796BP3,Bill,4-Week,05/28/2014,2014-05-29,99.996889,0.03999857142862392,0.04055536882043437
912796DD8,Bill,4-Week,05/20/2014,2014-05-22,99.997667,0.029995714285624735,0.030413030964493035
912796DC0,Bill,4-Week,05/13/2014,2014-05-15,99.998056,0.024994285714216503,0.025341921218306876
912796DA4,Bill,4-Week,05/06/2014,2014-05-08,99.998056,0.024994285714216503,0.025341921218306876
912796BJ7,Bill,4-Week,04/29/2014,2014-05-01,99.999222,0.010002857142816474,0.010141864617951206
912796CZ0,Bill,4-Week,04/22/2014,2014-04-24,99.998833,0.015004285714224708,0.015212856105397467
912796CM9,Bill,4-Week,04/15/2014,2014-04-17,99.998056,0.024994285714216503,0.025341921218306876
912796CK3,Bill,4-Week,04/08/2014,2014-04-10,99.998056,0.024994285714216503,0.025341921218306876
912796BE8,Bill,4-Week,04/01/2014,2014-04-03,99.998444,0.02000571428563295,0.02028388704577139
912796CJ6,Bill,4-Week,03/25/2014,2014-03-27,99.9965,0.04500000000003216,0.04562659693092519
912796CH0,Bill,4-Week,03/18/2014,2014-03-20,99.995333,0.060004285714256866,0.06084051799837431
912796CG2,Bill,4-Week,03/11/2014,2014-03-13,99.995722,0.055002857142848624,0.05576917151943468
912796BA6,Bill,4-Week,03/04/2014,2014-03-06,99.9965,0.04500000000003216,0.04562659693092519
912796CE7,Bill,4-Week,02/25/2014,2014-02-27,99.997278,0.03499714285721568,0.03548418016517222
912796CD9,Bill,4-Week,02/19/2014,2014-02-20,99.997278,0.03499714285721568,0.03548418016517222
912796CC1,Bill,4-Week,02/11/2014,2014-02-13,99.997667,0.029995714285624735,0.030413030964493035
912796AW9,Bill,4-Week,02/04/2014,2014-02-06,99.989889,0.12999857142850552,0.13181743520366376
912796CA5,Bill,4-Week,01/28/2014,2014-01-30,99.996111,0.05000142857144039,0.05069786449710513
912796BZ1,Bill,4-Week,01/22/2014,2014-01-23,100.0,0.0,0.0
912796BY4,Bill,4-Week,01/14/2014,2014-01-16,100.0,0.0,0.0
912796AR0,Bill,4-Week,01/07/2014,2014-01-09,100.0,0.0,0.0
912796BW8,Bill,4-Week,12/30/2013,2014-01-02,99.999611,0.005001428571408237,0.005070912582972188
912796BV0,Bill,4-Week,12/23/2013,2013-12-26,99.999611,0.005001428571408237,0.005070912582972188
912796BU2,Bill,4-Week,12/17/2013,2013-12-19,99.999222,0.010002857142816474,0.010141864617951206
912796AQ2,Bill,4-Week,12/10/2013,2013-12-12,99.998056,0.024994285714216503,0.025341921218306876
912796BS7,Bill,4-Week,12/03/2013,2013-12-05,99.997667,0.029995714285624735,0.030413030964493035
912796BR9,Bill,4-Week,11/26/2013,2013-11-29,99.995125,0.06267857142855096,0.0635522053128454
912796BQ1,Bill,4-Week,11/19/2013,2013-11-21,99.995333,0.060004285714256866,0.06084051799837431
912796AK5,Bill,4-Week,11/13/2013,2013-11-14,99.995333,0.060004285714256866,0.06084051799837431
912796BN8,Bill,4-Week,11/05/2013,2013-11-07,99.996111,0.05000142857144039,0.05069786449710513
912796BM0,Bill,4-Week,10/29/2013,2013-10-31,99.995569,0.05696999999995813,0.05776380951435712
912796BL2,Bill,4-Week,10/22/2013,2013-10-24,99.997667,0.029995714285624735,0.030413030964493035
912796AE9,Bill,4-Week,10/16/2013,2013-10-17,99.981333,0.24000428571420276,0.24338311089665554
912796BK4,Bill,4-Week,10/08/2013,2013-10-10,99.972778,0.34999714285707534,0.35495484009221573
912796BH1,Bill,4-Week,10/01/2013,2013-10-03,99.990667,0.11999571428568905,0.12167367723284198
912796BG3,Bill,4-Week,09/24/2013,2013-09-26,99.998833,0.015004285714224708,0.015212856105397467
912795Z87,Bill,4-Week,09/17/2013,2013-09-19,100.0,0.0,0.0
912796BF5,Bill,4-Week,09/10/2013,2013-09-12,99.999222,0.010002857142816474,0.010141864617951206
912796BD0,Bill,4-Week,09/04/2013,2013-09-05,99.998444,0.02000571428563295,0.02028388704577139
912796BC2,Bill,4-Week,08/27/2013,2013-08-29,99.996889,0.03999857142862392,0.04055536882043437
9127957K1,Bill,4-Week,08/20/2013,2013-08-22,99.9965,0.04500000000003216,0.04562659693092519
912796BB4,Bill,4-Week,08/13/2013,2013-08-15,99.995722,0.055002857142848624,0.05576917151943468
912796AZ2,Bill,4-Week,08/06/2013,2013-08-08,99.9965,0.04500000000003216,0.04562659693092519
912796AY5,Bill,4-Week,07/30/2013,2013-08-01,99.997667,0.029995714285624735,0.030413030964493035
9127957E5,Bill,4-Week,07/23/2013,2013-07-25,99.998444,0.02000571428563295,0.02028388704577139
912796AX7,Bill,4-Week,07/16/2013,2013-07-18,99.998444,0.02000571428563295,0.02028388704577139
912796AV1,Bill,4-Week,07/09/2013,2013-07-11,99.998056,0.024994285714216503,0.025341921218306876
912796AU3,Bill,4-Week,07/02/2013,2013-07-05,99.998875,0.014464285714309102,0.014665343556567295
9127957A3,Bill,4-Week,06/25/2013,2013-06-27,99.997667,0.029995714285624735,0.030413030964493035
912796AT6,Bill,4-Week,06/18/2013,2013-06-20,99.9965,0.04500000000003216,0.04562659693092519
912796AS8,Bill,4-Week,06/11/2013,2013-06-13,99.996889,0.03999857142862392,0.04055536882043437
912796AN9,Bill,4-Week,06/04/2013,2013-06-06,99.996778,0.041425714285635094,0.042002424746616474
9127956W6,Bill,4-Week,05/29/2013,2013-05-30,99.997667,0.029995714285624735,0.030413030964493035
912796AM1,Bill,4-Week,05/21/2013,2013-05-23,99.997278,0.03499714285721568,0.03548418016517222
912796AL3,Bill,4-Week,05/14/2013,2013-05-16,99.999222,0.010002857142816474,0.010141864617951206
912796AJ8,Bill,4-Week,05/07/2013,2013-05-09,100.0,0.0,0.0
9127956R7,Bill,4-Week,04/30/2013,2013-05-02,99.998056,0.024994285714216503,0.025341921218306876
912796AH2,Bill,4-Week,04/23/2013,2013-04-25,99.9965,0.04500000000003216,0.04562659693092519
912796AG4,Bill,4-Week,04/16/2013,2013-04-18,99.996111,0.05000142857144039,0.05069786449710513
912796AF6,Bill,4-Week,04/09/2013,2013-04-11,99.995333,0.060004285714256866,0.06084051799837431
9127956L0,Bill,4-Week,04/02/2013,2013-04-04,99.994556,0.06999428571424865,0.07097029219409805
912796AB5,Bill,4-Week,03/26/2013,2013-03-28,99.994167,0.07499571428565689,0.07604175694419579
912796AA7,Bill,4-Week,03/19/2013,2013-03-21,99.993778,0.07999714285706512,0.08111326115274439
912795Z95,Bill,4-Week,03/12/2013,2013-03-14,99.992222,0.10000285714288078,0.10139967258084304
9127956F3,Bill,4-Week,03/05/2013,2013-03-07,99.993389,0.08499857142865608,0.08618480482038965
912795Z61,Bill,4-Week,02/26/2013,2013-02-28,99.991444,0.11000571428569725,0.11154311505747849
9127957M7,Bill,4-Week,02/20/2013,2013-02-21,99.991056,0.1149942857142808,0.11660185744155319
9127957L9,Bill,4-Week,02/12/2013,2013-02-14,99.993778,0.07999714285706512,0.08111326115274439
9127956E6,Bill,4-Week,02/05/2013,2013-02-07,99.994944,0.0650057142856651,0.06591190393438448
9127957H8,Bill,4-Week,01/29/2013,2013-01-31,99.997278,0.03499714285721568,0.03548418016517222
9127957G0,Bill,4-Week,01/23/2013,2013-01-24,99.995333,0.060004285714256866,0.06084051799837431
9127957F2,Bill,4-Week,01/15/2013,2013-01-17,99.992611,0.09500142857147256,0.0963280105338858
9127955Z0,Bill,4-Week,01/08/2013,2013-01-10,99.995722,0.055002857142848624,0.05576917151943468
9127957D7,Bill,4-Week,01/02/2013,2013-01-03,99.994167,0.07499571428565689,0.07604175694419579
9127957C9,Bill,4-Week,12/26/2012,2012-12-27,99.9965,0.04500000000003216,0.04562659693092519
9127957B1,Bill,4-Week,12/18/2012,2012-12-20,99.998833,0.015004285714224708,0.015212856105397467
9127955V9,Bill,4-Week,12/11/2012,2012-12-13,99.996111,0.05000142857144039,0.05069786449710513
9127956Z9,Bill,4-Week,12/04/2012,2012-12-06,99.995333,0.060004285714256866,0.06084051799837431
9127956Y2,Bill,4-Week,11/27/2012,2012-11-29,99.986389,0.17499857142853767,0.17745326030608316
9127956X4,Bill,4-Week,11/20/2012,2012-11-23,99.988375,0.14946428571422288,0.1515577971652853
9127955Q0,Bill,4-Week,11/14/2012,2012-11-15,99.988722,0.14500285714291294,0.14703336813760087
9127956V8,Bill,4-Week,11/06/2012,2012-11-08,99.990667,0.11999571428568905,0.12167367723284198
9127956U0,Bill,4-Week,10/29/2012,2012-11-01,99.989889,0.12999857142850552,0.13181743520366376
9127956T3,Bill,4-Week,10/23/2012,2012-10-25,99.989931,0.1294585714285899,0.1312698247015251
9127955L1,Bill,4-Week,10/16/2012,2012-10-18,99.990278,0.12499714285709729,0.12674553648672532
9127956S5,Bill,4-Week,10/10/2012,2012-10-11,99.991056,0.1149942857142808,0.11660185744155319
9127956P1,Bill,4-Week,10/02/2012,2012-10-04,99.992222,0.10000285714288078,0.10139967258084304
9127956N6,Bill,4-Week,09/25/2012,2012-09-27,99.995722,0.055002857142848624,0.05576917151943468
9127955G2,Bill,4-Week,09/18/2012,2012-09-20,99.993778,0.07999714285706512,0.08111326115274439
9127956M8,Bill,4-Week,09/11/2012,2012-09-13,99.993,0.09000000000006432,0.09125638794722152
9127956K2,Bill,4-Week,09/05/2012,2012-09-06,99.991833,0.10500428571428902,0.10647137408855376
9127956J5,Bill,4-Week,08/28/2012,2012-08-30,99.990667,0.11999571428568905,0.12167367723284198
9127955C1,Bill,4-Week,08/21/2012,2012-08-23,99.991444,0.11000571428569725,0.11154311505747849
9127956H9,Bill,4-Week,08/14/2012,2012-08-16,99.991444,0.11000571428569725,0.11154311505747849
9127956G1,Bill,4-Week,08/07/2012,2012-08-09,99.993389,0.08499857142865608,0.08618480482038965
9127956C0,Bill,4-Week,07/31/2012,2012-08-02,99.994167,0.07499571428565689,0.07604175694419579
912795Y96,Bill,4-Week,07/24/2012,2012-07-26,99.993778,0.07999714285706512,0.08111326115274439
9127956B2,Bill,4-Week,07/17/2012,2012-07-19,99.994167,0.07499571428565689,0.07604175694419579
9127956A4,Bill,4-Week,07/10/2012,2012-07-12,99.994556,0.06999428571424865,0.07097029219409805
9127955Y3,Bill,4-Week,07/03/2012,2012-07-05,99.994167,0.07499571428565689,0.07604175694419579
9127954B4,Bill,4-Week,06/26/2012,2012-06-28,99.995333,0.060004285714256866,0.06084051799837431
9127955X5,Bill,4-Week,06/19/2012,2012-06-21,99.996111,0.05000142857144039,0.05069786449710513
9127955W7,Bill,4-Week,06/12/2012,2012-06-14,99.995722,0.055002857142848624,0.05576917151943468
9127955U1,Bill,4-Week,06/05/2012,2012-06-07,99.996889,0.03999857142862392,0.04055536882043437
9127953W9,Bill,4-Week,05/30/2012,2012-05-31,99.995333,0.060004285714256866,0.06084051799837431
9127955T4,Bill,4-Week,05/22/2012,2012-05-24,99.994944,0.0650057142856651,0.06591190393438448
9127955S6,Bill,4-Week,05/15/2012,2012-05-17,99.994167,0.07499571428565689,0.07604175694419579
9127955R8,Bill,4-Week,05/08/2012,2012-05-10,99.994167,0.07499571428565689,0.07604175694419579
9127953S8,Bill,4-Week,05/01/2012,2012-05-03,99.993778,0.07999714285706512,0.08111326115274439
9127955P2,Bill,4-Week,04/24/2012,2012-04-26,99.994167,0.07499571428565689,0.07604175694419579
9127955N7,Bill,4-Week,04/17/2012,2012-04-19,99.994944,0.0650057142856651,0.06591190393438448
9127955M9,Bill,4-Week,04/10/2012,2012-04-12,99.993778,0.07999714285706512,0.08111326115274439
9127953N9,Bill,4-Week,04/03/2012,2012-04-05,99.995722,0.055002857142848624,0.05576917151943468
9127955K3,Bill,4-Week,03/27/2012,2012-03-29,99.994944,0.0650057142856651,0.06591190393438448
9127955J6,Bill,4-Week,03/20/2012,2012-03-22,99.992222,0.10000285714288078,0.10139967258084304
9127955H0,Bill,4-Week,03/13/2012,2012-03-15,99.994556,0.06999428571424865,0.07097029219409805
9127953H2,Bill,4-Week,03/06/2012,2012-03-08,99.995333,0.060004285714256866,0.06084051799837431
9127955F4,Bill,4-Week,02/28/2012,2012-03-01,99.992222,0.10000285714288078,0.10139967258084304
9127955E7,Bill,4-Week,02/22/2012,2012-02-23,99.995333,0.060004285714256866,0.06084051799837431
9127955D9,Bill,4-Week,02/14/2012,2012-02-16,99.991444,0.11000571428569725,0.11154311505747849
9127953G4,Bill,4-Week,02/07/2012,2012-02-09,99.995333,0.060004285714256866,0.06084051799837431
912795Z46,Bill,4-Week,01/31/2012,2012-02-02,99.996111,0.05000142857144039,0.05069786449710513
912795Z38,Bill,4-Week,01/24/2012,2012-01-26,99.998444,0.02000571428563295,0.02028388704577139
912795Z20,Bill,4-Week,01/18/2012,2012-01-19,99.998833,0.015004285714224708,0.015212856105397467
9127953C3,Bill,4-Week,01/10/2012,2012-01-12,100.0,0.0,0.0
912795Y88,Bill,4-Week,01/04/2012,2012-01-05,100.0,0.0,0.0
912795Y70,Bill,4-Week,12/28/2011,2011-12-29,100.0,0.0,0.0
912795Y62,Bill,4-Week,12/20/2011,2011-12-22,100.0,0.0,0.0
9127952Y6,Bill,4-Week,12/13/2011,2011-12-15,100.0,0.0,0.0
9127954A6,Bill,4-Week,12/06/2011,2011-12-08,100.0,0.0,0.0
9127953Z2,Bill,4-Week,11/29/2011,2011-12-01,99.998444,0.02000571428563295,0.02028388704577139
9127953Y5,Bill,4-Week,11/22/2011,2011-11-25,99.9985,0.019285714285623663,0.01955386473645059
9127952T7,Bill,4-Week,11/15/2011,2011-11-17,99.999611,0.005001428571408237,0.005070912582972188
9127953X7,Bill,4-Week,11/08/2011,2011-11-10,100.0,0.0,0.0
9127953V1,Bill,4-Week,11/01/2011,2011-11-03,99.999611,0.005001428571408237,0.005070912582972188
9127953U3,Bill,4-Week,10/25/2011,2011-10-27,99.999597,0.005181428571501913,0.005253414028475752
9127952P5,Bill,4-Week,10/18/2011,2011-10-20,99.998833,0.015004285714224708,0.015212856105397467
9127953T6,Bill,4-Week,10/12/2011,2011-10-13,99.999222,0.010002857142816474,0.010141864617951206
9127953R0,Bill,4-Week,10/04/2011,2011-10-06,100.0,0.0,0.0
9127953Q2,Bill,4-Week,09/27/2011,2011-09-29,100.0,0.0,0.0
9127952K6,Bill,4-Week,09/20/2011,2011-09-22,100.0,0.0,0.0
9127953P4,Bill,4-Week,09/13/2011,2011-09-15,100.0,0.0,0.0
9127953M1,Bill,4-Week,09/07/2011,2011-09-08,100.0,0.0,0.0
9127953L3,Bill,4-Week,08/30/2011,2011-09-01,99.999611,0.005001428571408237,0.005070912582972188
9127952F7,Bill,4-Week,08/23/2011,2011-08-25,100.0,0.0,0.0
9127953K5,Bill,4-Week,08/16/2011,2011-08-18,99.999222,0.010002857142816474,0.010141864617951206
9127953J8,Bill,4-Week,08/09/2011,2011-08-11,99.997278,0.03499714285721568,0.03548418016517222
9127953F6,Bill,4-Week,08/02/2011,2011-08-04,99.994556,0.06999428571424865,0.07097029219409805
9127952A8,Bill,4-Week,07/26/2011,2011-07-28,99.995722,0.055002857142848624,0.05576917151943468
9127953E9,Bill,4-Week,07/19/2011,2011-07-21,99.999611,0.005001428571408237,0.005070912582972188
9127953D1,Bill,4-Week,07/12/2011,2011-07-14,99.998444,0.02000571428563295,0.02028388704577139
9127953B5,Bill,4-Week,07/06/2011,2011-07-07,100.0,0.0,0.0
912795X63,Bill,4-Week,06/28/2011,2011-06-30,99.999611,0.005001428571408237,0.005070912582972188
9127953A7,Bill,4-Week,06/21/2011,2011-06-23,99.999611,0.005001428571408237,0.005070912582972188
9127952Z3,Bill,4-Week,06/14/2011,2011-06-16,99.998833,0.015004285714224708,0.015212856105397467
9127952X8,Bill,4-Week,06/07/2011,2011-06-09,99.999611,0.005001428571408237,0.005070912582972188
912795X22,Bill,4-Week,06/01/2011,2011-06-02,99.996889,0.03999857142862392,0.04055536882043437
9127952W0,Bill,4-Week,05/24/2011,2011-05-26,99.997278,0.03499714285721568,0.03548418016517222
9127952V2,Bill,4-Week,05/17/2011,2011-05-19,99.998056,0.024994285714216503,0.025341921218306876
9127952U4,Bill,4-Week,05/10/2011,2011-05-12,99.998833,0.015004285714224708,0.015212856105397467
912795W64,Bill,4-Week,05/03/2011,2011-05-05,99.999611,0.005001428571408237,0.005070912582972188
9127952S9,Bill,4-Week,04/26/2011,2011-04-28,99.997667,0.029995714285624735,0.030413030964493035
9127952R1,Bill,4-Week,04/19/2011,2011-04-21,99.997667,0.029995714285624735,0.030413030964493035
9127952Q3,Bill,4-Week,04/12/2011,2011-04-14,99.998056,0.024994285714216503,0.025341921218306876
912795VE8,Bill,4-Week,04/05/2011,2011-04-07,99.996111,0.05000142857144039,0.05069786449710513
9127952N0,Bill,4-Week,03/29/2011,2011-03-31,99.9965,0.04500000000003216,0.04562659693092519
9127952M2,Bill,4-Week,03/22/2011,2011-03-24,99.994167,0.07499571428565689,0.07604175694419579
9127952L4,Bill,4-Week,03/15/2011,2011-03-17,99.995333,0.060004285714256866,0.06084051799837431
912795VD0,Bill,4-Week,03/08/2011,2011-03-10,99.994556,0.06999428571424865,0.07097029219409805
9127952J9,Bill,4-Week,03/01/2011,2011-03-03,99.9895,0.13499999999991374,0.13688937338411789
9127952H3,Bill,4-Week,02/23/2011,2011-02-24,99.990667,0.11999571428568905,0.12167367723284198
9127952G5,Bill,4-Week,02/15/2011,2011-02-17,99.992222,0.10000285714288078,0.10139967258084304
912795V99,Bill,4-Week,02/08/2011,2011-02-10,99.9895,0.13499999999991374,0.13688937338411789
9127952D2,Bill,4-Week,02/01/2011,2011-02-03,99.987556,0.15999428571431298,0.16223661729611252
9127952C4,Bill,4-Week,01/25/2011,2011-01-27,99.988722,0.14500285714291294,0.14703336813760087
9127952B6,Bill,4-Week,01/19/2011,2011-01-20,99.987944,0.1550057142857294,0.15717752075048844
912795V40,Bill,4-Week,01/11/2011,2011-01-13,99.988722,0.14500285714291294,0.14703336813760087
912795Y21,Bill,4-Week,01/04/2011,2011-01-06,99.990667,0.11999571428568905,0.12167367723284198
912795X97,Bill,4-Week,12/28/2010,2010-12-30,99.994944,0.0650057142856651,0.06591190393438448
912795X89,Bill,4-Week,12/21/2010,2010-12-23,99.994556,0.06999428571424865,0.07097029219409805
912795UX7,Bill,4-Week,12/14/2010,2010-12-16,99.993389,0.08499857142865608,0.08618480482038965
912795X71,Bill,4-Week,12/07/2010,2010-12-09,99.993778,0.07999714285706512,0.08111326115274439
912795X55,Bill,4-Week,11/30/2010,2010-12-02,99.986389,0.17499857142853767,0.17745326030608316
912795X48,Bill,4-Week,11/23/2010,2010-11-26,99.98875,0.1446428571429083,0.14666828589650094
912795UK5,Bill,4-Week,11/16/2010,2010-11-18,99.990278,0.12499714285709729,0.12674553648672532
912795X30,Bill,4-Week,11/09/2010,2010-11-12,99.992125,0.101249999999981,0.10266433481634751
912795W98,Bill,4-Week,11/02/2010,2010-11-04,99.990278,0.12499714285709729,0.12674553648672532
912795W80,Bill,4-Week,10/26/2010,2010-10-28,99.989528,0.1346399999999091,0.13652429682427128
912795UJ8,Bill,4-Week,10/19/2010,2010-10-21,99.9895,0.13499999999991374,0.13688937338411789
912795W72,Bill,4-Week,10/13/2010,2010-10-14,99.988722,0.14500285714291294,0.14703336813760087
912795W56,Bill,4-Week,10/05/2010,2010-10-07,99.9895,0.13499999999991374,0.13688937338411789
912795W49,Bill,4-Week,09/28/2010,2010-09-30,99.993778,0.07999714285706512,0.08111326115274439
912795UH2,Bill,4-Week,09/21/2010,2010-09-23,99.991056,0.1149942857142808,0.11660185744155319
912795W31,Bill,4-Week,09/14/2010,2010-09-16,99.992222,0.10000285714288078,0.10139967258084304
912795W23,Bill,4-Week,09/08/2010,2010-09-09,99.993,0.09000000000006432,0.09125638794722152
912795VC2,Bill,4-Week,08/31/2010,2010-09-02,99.987556,0.15999428571431298,0.16223661729611252
912795U90,Bill,4-Week,08/24/2010,2010-08-26,99.987944,0.1550057142857294,0.15717752075048844
912795VB4,Bill,4-Week,08/17/2010,2010-08-19,99.987944,0.1550057142857294,0.15717752075048844
912795VA6,Bill,4-Week,08/10/2010,2010-08-12,99.988722,0.14500285714291294,0.14703336813760087
912795V73,Bill,4-Week,08/03/2010,2010-08-05,99.988333,0.15000428571432117,0.15210542471136562
912795U82,Bill,4-Week,07/27/2010,2010-07-29,99.987944,0.1550057142857294,0.15717752075048844
912795V65,Bill,4-Week,07/20/2010,2010-07-22,99.987944,0.1550057142857294,0.15717752075048844
912795V57,Bill,4-Week,07/13/2010,2010-07-15,99.988333,0.15000428571432117,0.15210542471136562
912795V24,Bill,4-Week,07/07/2010,2010-07-08,99.987167,0.16499571428572118,0.16730879216587707
912795U74,Bill,4-Week,06/29/2010,2010-07-01,99.988333,0.15000428571432117,0.15210542471136562
912795UZ2,Bill,4-Week,06/22/2010,2010-06-24,99.993389,0.08499857142865608,0.08618480482038965
912795UY5,Bill,4-Week,06/15/2010,2010-06-17,99.997667,0.029995714285624735,0.030413030964493035
912795UW9,Bill,4-Week,06/08/2010,2010-06-10,99.993,0.09000000000006432,0.09125638794722152
912795U66,Bill,4-Week,06/02/2010,2010-06-03,99.989889,0.12999857142850552,0.13181743520366376
912795UV1,Bill,4-Week,05/25/2010,2010-05-27,99.987944,0.1550057142857294,0.15717752075048844
912795UU3,Bill,4-Week,05/18/2010,2010-05-20,99.986778,0.16999714285712947,0.17238100650238045
912795UT6,Bill,4-Week,05/11/2010,2010-05-13,99.988333,0.15000428571432117,0.15210542471136562
912795U58,Bill,4-Week,05/04/2010,2010-05-06,99.988333,0.15000428571432117,0.15210542471136562
912795US8,Bill,4-Week,04/27/2010,2010-04-29,99.989889,0.12999857142850552,0.13181743520366376
912795UR0,Bill,4-Week,04/20/2010,2010-04-22,99.989111,0.14000142857150472,0.14196135102873356
912795UQ2,Bill,4-Week,04/13/2010,2010-04-15,99.988722,0.14500285714291294,0.14703336813760087
912795U41,Bill,4-Week,04/06/2010,2010-04-08,99.987556,0.15999428571431298,0.16223661729611252
912795UP4,Bill,4-Week,03/30/2010,2010-04-01,99.988333,0.15000428571432117,0.15210542471136562
912795UN9,Bill,4-Week,03/23/2010,2010-03-25,99.991833,0.10500428571428902,0.10647137408855376
912795UM1,Bill,4-Week,03/16/2010,2010-03-18,99.9895,0.13499999999991374,0.13688937338411789
912795U33,Bill,4-Week,03/09/2010,2010-03-11,99.991444,0.11000571428569725,0.11154311505747849
912795UL3,Bill,4-Week,03/02/2010,2010-03-04,99.993778,0.07999714285706512,0.08111326115274439
912795T84,Bill,4-Week,02/23/2010,2010-02-25,99.995722,0.055002857142848624,0.05576917151943468
912795T76,Bill,4-Week,02/17/2010,2010-02-18,99.995333,0.060004285714256866,0.06084051799837431
912795T68,Bill,4-Week,02/09/2010,2010-02-11,99.995722,0.055002857142848624,0.05576917151943468
912795T50,Bill,4-Week,02/02/2010,2010-02-04,99.996889,0.03999857142862392,0.04055536882043437
912795T43,Bill,4-Week,01/26/2010,2010-01-28,100.0,0.0,0.0
912795T35,Bill,4-Week,01/20/2010,2010-01-21,99.999611,0.005001428571408237,0.005070912582972188
912795T27,Bill,4-Week,01/12/2010,2010-01-14,100.0,0.0,0.0
912795S85,Bill,4-Week,01/05/2010,2010-01-07,99.998056,0.024994285714216503,0.025341921218306876
912795S77,Bill,4-Week,12/29/2009,2009-12-31,99.999222,0.010002857142816474,0.010141864617951206
912795R94,Bill,4-Week,12/22/2009,2009-12-24,99.999611,0.005001428571408237,0.005070912582972188
912795R86,Bill,4-Week,12/15/2009,2009-12-17,100.0,0.0,0.0
912795R78,Bill,4-Week,12/08/2009,2009-12-10,100.0,0.0,0.0
912795R60,Bill,4-Week,12/01/2009,2009-12-03,99.993389,0.08499857142865608,0.08618480482038965
912795R52,Bill,4-Week,11/24/2009,2009-11-27,99.9955,0.05785714285705369,0.05866335413656003
912795S69,Bill,4-Week,11/17/2009,2009-11-19,99.996111,0.05000142857144039,0.05069786449710513
912795R37,Bill,4-Week,11/10/2009,2009-11-12,99.995333,0.060004285714256866,0.06084051799837431
912795Q61,Bill,4-Week,11/03/2009,2009-11-05,99.997278,0.03499714285721568,0.03548418016517222
912795Q53,Bill,4-Week,10/27/2009,2009-10-29,99.996375,0.046607142857137004,0.04725617732213628
912795S51,Bill,4-Week,10/20/2009,2009-10-22,99.9965,0.04500000000003216,0.04562659693092519
912795Q38,Bill,4-Week,10/14/2009,2009-10-15,99.996111,0.05000142857144039,0.05069786449710513
912795Q20,Bill,4-Week,10/06/2009,2009-10-08,99.996889,0.03999857142862392,0.04055536882043437
